Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,ClusterLabel
12439.0,1158.18,2,2010-01-26 12:11:00,317,0,RETAIN
12440.0,739.2,2,2010-09-03 13:11:00,97,2,NURTURE
12441.0,155.55,1,2010-12-08 10:45:00,1,2,NURTURE
12443.0,365.31,1,2009-12-07 15:42:00,367,0,RETAIN
12445.0,301.58000000000004,1,2010-10-15 12:28:00,55,2,NURTURE
12449.0,678.6,1,2010-09-27 09:37:00,73,2,NURTURE
12450.0,490.32,3,2010-11-05 16:27:00,34,2,NURTURE
12451.0,3634.36,3,2010-09-02 15:38:00,98,1,RE-ENGAGE
12455.0,3383.09,4,2010-09-20 14:39:00,80,1,RE-ENGAGE
12457.0,512.68,1,2010-09-30 17:59:00,70,2,NURTURE
12458.0,715.09,2,2010-10-08 11:36:00,62,2,NURTURE
12459.0,398.36,1,2010-04-13 14:53:00,240,0,RETAIN
12460.0,296.65,1,2010-09-09 13:51:00,91,2,NURTURE
12467.0,132.8,1,2010-10-12 15:41:00,58,2,NURTURE
12468.0,2581.2,3,2010-07-01 10:28:00,161,3,REWARD
12469.0,3070.54,2,2010-07-05 12:40:00,157,3,REWARD
12470.0,211.95,1,2010-01-19 11:01:00,324,0,RETAIN
12475.0,396.26,1,2010-10-26 08:49:00,44,2,NURTURE
12480.0,1949.22,3,2010-11-05 15:08:00,34,3,REWARD
12483.0,2181.6,11,2010-11-26 12:35:00,13,1,RE-ENGAGE
12484.0,1619.43,5,2010-08-13 13:45:00,118,3,REWARD
12485.0,708.1,1,2010-06-28 15:22:00,164,0,RETAIN
12486.0,917.28,1,2010-10-04 12:14:00,66,2,NURTURE
12487.0,285.29999999999995,1,2009-12-09 11:36:00,365,0,RETAIN
12492.0,380.0,1,2010-11-01 14:58:00,38,2,NURTURE
12494.0,518.77,3,2010-12-09 11:31:00,0,2,NURTURE
12495.0,277.4,1,2010-03-09 10:53:00,275,0,RETAIN
12496.0,54.09,2,2010-03-29 14:06:00,255,0,RETAIN
12499.0,357.72,1,2010-05-28 15:12:00,195,0,RETAIN
12500.0,1499.39,7,2010-09-30 18:45:00,70,1,RE-ENGAGE
12503.0,896.0,1,2010-05-04 13:59:00,219,0,RETAIN
12504.0,261.0,2,2010-10-18 15:09:00,52,2,NURTURE
12505.0,787.2,1,2010-10-27 09:18:00,43,2,NURTURE
12507.0,455.25,1,2010-05-04 09:23:00,219,0,RETAIN
12510.0,2224.46,5,2010-09-06 14:27:00,94,1,RE-ENGAGE
12511.0,3084.02,1,2010-10-07 10:39:00,63,3,REWARD
12514.0,580.08,1,2010-03-08 12:18:00,276,0,RETAIN
12516.0,1102.56,2,2010-10-05 09:43:00,65,2,NURTURE
12519.0,349.7,1,2010-08-20 08:21:00,111,2,NURTURE
12525.0,883.73,3,2010-07-29 16:08:00,133,3,REWARD
12527.0,386.8,2,2010-08-02 12:23:00,129,2,NURTURE
12529.0,316.48,1,2010-06-29 13:10:00,163,0,RETAIN
12530.0,1880.98,5,2010-10-20 15:15:00,50,3,REWARD
12531.0,1645.98,1,2010-01-22 14:17:00,321,0,RETAIN
12533.0,1223.89,2,2010-03-22 10:56:00,262,0,RETAIN
12537.0,612.94,1,2010-10-27 08:36:00,43,2,NURTURE
12538.0,276.5,1,2010-11-26 13:02:00,13,2,NURTURE
12542.0,481.88,2,2010-08-12 19:12:00,119,2,NURTURE
12543.0,840.25,1,2010-09-17 15:51:00,83,2,NURTURE
12547.0,147.78,1,2010-07-27 13:55:00,135,2,NURTURE
12549.0,1570.68,5,2010-05-13 12:05:00,210,3,REWARD
12553.0,826.47,2,2010-11-19 12:18:00,20,2,NURTURE
12554.0,384.5,1,2010-09-17 12:29:00,83,2,NURTURE
12562.0,1041.18,2,2010-11-19 09:35:00,20,2,NURTURE
12563.0,221.24,1,2010-10-27 09:52:00,43,2,NURTURE
12568.0,52.0,1,2010-03-05 09:15:00,279,0,RETAIN
12573.0,556.87,4,2010-11-23 13:01:00,16,3,REWARD
12575.0,568.8199999999999,2,2010-09-08 13:09:00,92,2,NURTURE
12576.0,746.89,3,2010-11-12 12:44:00,27,2,NURTURE
12577.0,995.9499999999999,5,2010-11-23 14:06:00,16,3,REWARD
12578.0,1623.94,2,2010-11-19 17:21:00,20,3,REWARD
12580.0,583.1999999999999,1,2010-05-12 11:45:00,211,0,RETAIN
12582.0,1469.04,2,2010-10-13 10:52:00,57,3,REWARD
12586.0,1865.73,3,2010-11-30 10:47:00,9,3,REWARD
12588.0,543.88,2,2010-11-05 12:38:00,34,2,NURTURE
12589.0,2720.23,4,2010-10-14 11:54:00,56,1,RE-ENGAGE
12591.0,759.3,2,2010-11-14 14:32:00,25,2,NURTURE
12592.0,1322.04,2,2010-07-08 14:26:00,154,3,REWARD
12594.0,1681.89,5,2010-11-26 12:17:00,13,3,REWARD
12595.0,281.02,1,2010-07-23 09:10:00,139,2,NURTURE
12598.0,1385.01,3,2010-09-02 14:22:00,98,3,REWARD
12599.0,1138.14,6,2010-11-23 15:49:00,16,3,REWARD
12600.0,2133.31,11,2010-12-03 12:57:00,6,1,RE-ENGAGE
12601.0,86.2,1,2010-10-31 10:57:00,39,2,NURTURE
12605.0,1124.95,3,2010-11-28 14:18:00,11,3,REWARD
12608.0,415.79,1,2010-10-31 10:49:00,39,2,NURTURE
12609.0,2057.01,6,2010-11-30 14:48:00,9,1,RE-ENGAGE
12613.0,3202.69,5,2010-11-16 17:17:00,23,1,RE-ENGAGE
12615.0,3269.79,4,2010-10-22 09:45:00,48,1,RE-ENGAGE
12616.0,381.8,1,2010-11-16 11:38:00,23,2,NURTURE
12619.0,140.14,1,2010-05-28 12:52:00,195,0,RETAIN
12623.0,3046.7400000000002,6,2010-10-19 09:35:00,51,1,RE-ENGAGE
12625.0,2265.06,2,2010-07-18 15:56:00,144,3,REWARD
12629.0,1198.22,2,2010-11-19 09:18:00,20,3,REWARD
12631.0,2841.07,5,2010-09-09 14:50:00,91,1,RE-ENGAGE
12632.0,714.88,2,2010-07-07 09:39:00,155,0,RETAIN
12633.0,3226.18,3,2010-11-22 13:09:00,17,1,RE-ENGAGE
12634.0,360.0,1,2010-06-09 15:41:00,183,0,RETAIN
12635.0,1115.23,2,2010-11-12 15:46:00,27,2,NURTURE
12637.0,2318.41,4,2010-11-26 13:50:00,13,3,REWARD
12638.0,169.8,1,2010-03-10 10:30:00,274,0,RETAIN
12639.0,706.27,2,2010-10-01 12:17:00,69,2,NURTURE
12644.0,1422.58,3,2010-10-05 10:23:00,65,3,REWARD
12645.0,1584.1200000000001,4,2010-10-26 18:44:00,44,3,REWARD
12648.0,738.95,3,2010-09-28 10:35:00,72,2,NURTURE
12649.0,1527.1399999999999,5,2010-11-22 12:57:00,17,3,REWARD
12651.0,263.75,3,2010-11-26 11:58:00,13,2,NURTURE
12652.0,97.05000000000001,1,2010-10-01 15:16:00,69,2,NURTURE
12653.0,1950.98,1,2010-07-01 09:56:00,161,3,REWARD
12655.0,243.35000000000002,1,2010-10-12 09:17:00,58,2,NURTURE
12656.0,2104.66,3,2010-10-10 10:43:00,60,3,REWARD
12661.0,162.0,1,2010-09-29 16:46:00,71,2,NURTURE
12662.0,2830.2400000000002,10,2010-12-01 13:04:00,8,1,RE-ENGAGE
12663.0,185.4,2,2010-03-25 09:40:00,259,0,RETAIN
12664.0,1028.16,2,2010-07-13 13:28:00,149,2,NURTURE
12665.0,214.6,2,2010-10-18 11:34:00,52,2,NURTURE
12666.0,1248.42,1,2010-11-10 16:40:00,29,2,NURTURE
12670.0,692.24,2,2010-11-19 10:05:00,20,2,NURTURE
12671.0,2622.481,1,2010-04-12 16:30:00,241,0,RETAIN
12672.0,181.15,1,2010-04-23 09:57:00,230,0,RETAIN
12673.0,565.5,1,2010-11-03 10:46:00,36,2,NURTURE
12675.0,874.5,2,2010-06-04 09:49:00,188,0,RETAIN
12676.0,1241.7,4,2010-10-27 09:36:00,43,3,REWARD
12677.0,359.1,2,2010-06-02 14:30:00,190,0,RETAIN
12683.0,3788.21,8,2010-12-09 12:17:00,0,1,RE-ENGAGE
12686.0,71.14,1,2010-12-03 09:51:00,6,2,NURTURE
12687.0,1858.91,1,2010-08-16 12:12:00,115,3,REWARD
12691.0,116.6,1,2010-10-15 12:00:00,55,2,NURTURE
12692.0,110.95,1,2010-03-12 14:02:00,272,0,RETAIN
12693.0,703.11,3,2010-11-08 14:57:00,31,2,NURTURE
12694.0,901.68,1,2010-10-14 19:39:00,56,2,NURTURE
12695.0,789.02,3,2010-06-29 16:12:00,163,0,RETAIN
12696.0,731.91,2,2010-10-01 10:43:00,69,2,NURTURE
12698.0,285.75,1,2010-04-28 15:51:00,225,0,RETAIN
12699.0,566.11,1,2010-10-18 12:07:00,52,2,NURTURE
12701.0,1522.7,4,2010-06-28 13:44:00,164,3,REWARD
12703.0,632.98,3,2010-03-16 13:22:00,268,0,RETAIN
12708.0,2295.19,9,2010-12-06 10:43:00,3,1,RE-ENGAGE
12711.0,1213.05,2,2010-04-07 11:59:00,246,0,RETAIN
12712.0,2473.53,10,2010-12-09 11:39:00,0,1,RE-ENGAGE
12717.0,227.93,1,2010-04-28 14:34:00,225,0,RETAIN
12720.0,2190.94,5,2010-12-05 15:21:00,4,1,RE-ENGAGE
12721.0,1248.95,2,2010-11-19 15:13:00,20,3,REWARD
12724.0,1160.11,3,2010-11-21 13:26:00,18,3,REWARD
12725.0,1906.76,3,2010-12-03 15:45:00,6,3,REWARD
12726.0,1279.5,4,2010-11-17 16:59:00,22,3,REWARD
12727.0,1464.8300000000002,3,2010-09-23 10:45:00,77,3,REWARD
12728.0,197.84,1,2010-11-21 11:34:00,18,2,NURTURE
12730.0,703.25,1,2010-07-06 12:19:00,156,0,RETAIN
12733.0,2040.07,3,2010-11-15 13:56:00,24,3,REWARD
12734.0,493.25,2,2010-11-30 11:05:00,9,2,NURTURE
12738.0,137.35,1,2010-12-02 18:27:00,7,2,NURTURE
12739.0,1445.69,1,2010-11-10 14:27:00,29,2,NURTURE
12741.0,236.07,1,2010-06-24 16:24:00,168,0,RETAIN
12742.0,1201.52,1,2010-03-24 12:43:00,260,0,RETAIN
12745.0,723.85,2,2010-08-10 10:14:00,121,2,NURTURE
12746.0,254.55,1,2010-06-17 10:41:00,175,0,RETAIN
12749.0,2806.48,4,2010-11-05 13:56:00,34,1,RE-ENGAGE
12751.0,268.27,1,2010-09-21 12:49:00,79,2,NURTURE
12759.0,3207.3,5,2010-11-18 19:14:00,21,1,RE-ENGAGE
12760.0,317.8,1,2010-09-10 08:50:00,90,2,NURTURE
12761.0,712.95,1,2010-09-01 10:47:00,99,2,NURTURE
12763.0,320.08,1,2010-12-05 15:46:00,4,2,NURTURE
12765.0,1299.58,6,2010-08-24 13:51:00,107,3,REWARD
12766.0,2658.65,3,2010-12-08 13:53:00,1,3,REWARD
12767.0,949.82,1,2010-11-29 09:38:00,10,2,NURTURE
12768.0,168.69000000000003,1,2010-09-15 12:08:00,85,2,NURTURE
12770.0,1895.0,1,2010-09-09 11:43:00,91,3,REWARD
12771.0,226.3,1,2010-08-11 11:51:00,120,2,NURTURE
12773.0,124.25,1,2010-05-24 17:30:00,199,0,RETAIN
12774.0,83.7,1,2010-06-22 10:38:00,170,0,RETAIN
12775.0,270.08,2,2010-11-16 15:14:00,23,2,NURTURE
12776.0,27.5,1,2010-02-10 12:11:00,302,0,RETAIN
12777.0,519.45,1,2010-09-08 11:35:00,92,2,NURTURE
12778.0,848.45,3,2010-11-08 10:51:00,31,3,REWARD
12779.0,2740.91,7,2010-12-03 13:40:00,6,1,RE-ENGAGE
12780.0,322.4,1,2010-04-20 09:40:00,233,0,RETAIN
12782.0,1923.32,6,2010-11-30 11:37:00,9,1,RE-ENGAGE
12784.0,1034.33,1,2010-06-28 13:06:00,164,0,RETAIN
12785.0,648.45,2,2010-06-22 12:16:00,170,0,RETAIN
12786.0,668.5,1,2010-04-09 12:12:00,244,0,RETAIN
12787.0,380.52,1,2010-10-22 14:57:00,48,2,NURTURE
12788.0,384.9,4,2010-09-02 14:21:00,98,2,NURTURE
12789.0,148.5,2,2010-07-15 12:43:00,147,2,NURTURE
12790.0,251.92999999999998,1,2010-10-25 13:04:00,45,2,NURTURE
12791.0,656.83,5,2010-12-01 11:27:00,8,3,REWARD
12792.0,370.47,1,2010-06-23 10:49:00,169,0,RETAIN
12793.0,387.85,2,2010-12-03 15:14:00,6,2,NURTURE
12796.0,351.0,1,2010-03-21 15:49:00,263,0,RETAIN
12797.0,468.08000000000004,2,2010-12-09 10:55:00,0,2,NURTURE
12798.0,1533.8899999999999,1,2010-10-14 12:27:00,56,3,REWARD
12799.0,219.35,1,2010-06-28 15:57:00,164,0,RETAIN
12800.0,500.25,2,2010-08-26 14:11:00,105,2,NURTURE
12801.0,871.82,1,2010-07-27 09:38:00,135,2,NURTURE
12802.0,1788.84,4,2010-09-21 15:57:00,79,3,REWARD
12803.0,1017.81,1,2010-11-11 14:57:00,28,2,NURTURE
12804.0,327.02,2,2010-08-31 11:58:00,100,2,NURTURE
12805.0,1230.95,4,2010-11-23 12:27:00,16,3,REWARD
12806.0,2558.96,2,2010-05-16 13:49:00,207,3,REWARD
12807.0,250.35,1,2010-11-21 14:21:00,18,2,NURTURE
12808.0,394.45,3,2010-12-06 10:27:00,3,2,NURTURE
12809.0,979.03,2,2010-05-23 11:08:00,200,0,RETAIN
12810.0,534.99,2,2010-06-23 10:53:00,169,0,RETAIN
12811.0,435.05,2,2010-11-26 09:49:00,13,2,NURTURE
12813.0,1621.8,3,2010-07-26 09:50:00,136,3,REWARD
12817.0,444.94,2,2010-11-05 08:28:00,34,2,NURTURE
12819.0,540.52,1,2010-09-07 15:20:00,93,2,NURTURE
12820.0,1747.18,7,2010-11-07 14:26:00,32,1,RE-ENGAGE
12821.0,128.07999999999998,1,2010-04-07 15:14:00,246,0,RETAIN
12825.0,518.63,2,2010-07-06 13:56:00,156,0,RETAIN
12826.0,1481.03,6,2010-12-09 15:21:00,0,3,REWARD
12829.0,92.30000000000001,1,2010-06-07 15:04:00,185,0,RETAIN
12831.0,236.06,2,2010-09-02 16:00:00,98,2,NURTURE
12837.0,554.31,1,2010-05-19 15:10:00,204,0,RETAIN
12838.0,2715.35,9,2010-12-01 11:57:00,8,1,RE-ENGAGE
12840.0,1315.2,3,2010-09-28 17:58:00,72,3,REWARD
12842.0,799.0,2,2010-10-31 10:45:00,39,2,NURTURE
12844.0,322.64,2,2010-09-23 16:23:00,77,2,NURTURE
12847.0,765.36,1,2010-11-17 12:44:00,22,2,NURTURE
12848.0,208.0,1,2010-02-02 12:45:00,310,0,RETAIN
12849.0,2030.82,4,2010-11-23 11:41:00,16,3,REWARD
12850.0,330.0,1,2010-09-20 12:26:00,80,2,NURTURE
12851.0,148.95,1,2010-08-19 15:13:00,112,2,NURTURE
12853.0,1950.4,5,2010-10-08 14:51:00,62,3,REWARD
12854.0,1669.52,4,2010-05-27 16:54:00,196,3,REWARD
12855.0,612.84,4,2010-12-02 09:37:00,7,3,REWARD
12857.0,2581.6,4,2010-09-29 16:49:00,71,1,RE-ENGAGE
12858.0,177.92,1,2010-11-21 12:55:00,18,2,NURTURE
12859.0,575.1,1,2010-09-07 12:20:00,93,2,NURTURE
12860.0,55.47,1,2010-01-15 15:22:00,328,0,RETAIN
12861.0,68.25,1,2010-03-30 11:39:00,254,0,RETAIN
12862.0,1008.3199999999999,2,2010-10-10 11:47:00,60,2,NURTURE
12863.0,2271.35,5,2010-11-25 17:47:00,14,1,RE-ENGAGE
12864.0,152.45,1,2010-07-19 17:22:00,143,2,NURTURE
12865.0,1755.24,2,2010-11-26 15:37:00,13,3,REWARD
12866.0,593.23,2,2010-08-22 15:48:00,109,2,NURTURE
12868.0,640.0,3,2010-12-01 12:50:00,8,2,NURTURE
12869.0,337.66999999999996,1,2010-01-27 12:10:00,316,0,RETAIN
12870.0,1676.95,3,2010-11-29 13:42:00,10,3,REWARD
12871.0,363.38,1,2010-09-26 10:34:00,74,2,NURTURE
12872.0,3085.52,11,2010-12-09 14:44:00,0,1,RE-ENGAGE
12873.0,1653.3,2,2010-11-07 11:15:00,32,3,REWARD
12874.0,873.42,2,2010-11-19 15:23:00,20,2,NURTURE
12875.0,1013.76,3,2010-08-25 14:35:00,106,3,REWARD
12876.0,1698.77,2,2010-11-10 12:21:00,29,3,REWARD
12877.0,1419.4,8,2010-11-03 13:53:00,36,1,RE-ENGAGE
12880.0,640.13,2,2010-11-23 10:50:00,16,2,NURTURE
12887.0,222.4,1,2010-11-21 11:18:00,18,2,NURTURE
12889.0,385.46000000000004,4,2010-11-23 16:08:00,16,2,NURTURE
12890.0,336.8,1,2010-11-17 14:06:00,22,2,NURTURE
12891.0,509.5,8,2010-09-07 15:31:00,93,3,REWARD
12892.0,263.38,1,2010-11-08 09:51:00,31,2,NURTURE
12894.0,157.35,1,2010-05-13 14:47:00,210,0,RETAIN
12897.0,297.75,2,2010-11-23 13:29:00,16,2,NURTURE
12898.0,310.96000000000004,2,2010-09-02 08:08:00,98,2,NURTURE
12899.0,366.4,1,2010-10-22 09:53:00,48,2,NURTURE
12900.0,340.33,1,2010-10-13 15:17:00,57,2,NURTURE
12903.0,833.53,1,2010-10-07 12:39:00,63,2,NURTURE
12905.0,1018.42,2,2010-05-12 10:05:00,211,0,RETAIN
12907.0,508.91,2,2010-11-09 12:08:00,30,2,NURTURE
12908.0,1026.0,3,2010-11-24 09:29:00,15,3,REWARD
12909.0,924.52,3,2010-10-11 09:44:00,59,3,REWARD
12910.0,2721.48,5,2010-11-25 12:27:00,14,1,RE-ENGAGE
12911.0,1680.47,1,2010-06-06 12:13:00,186,0,RETAIN
12914.0,223.98,1,2010-11-04 12:28:00,35,2,NURTURE
12915.0,811.1,3,2010-12-02 12:33:00,7,3,REWARD
12916.0,1647.87,3,2010-09-23 11:57:00,77,3,REWARD
12917.0,3765.2,5,2010-11-04 15:56:00,35,1,RE-ENGAGE
12920.0,323.86,3,2010-05-17 12:57:00,206,0,RETAIN
12923.0,612.9,2,2010-11-14 13:16:00,25,2,NURTURE
12924.0,1535.7,8,2010-11-11 15:21:00,28,1,RE-ENGAGE
12925.0,35.28,1,2010-04-26 10:32:00,227,0,RETAIN
12926.0,1548.08,4,2010-10-24 15:57:00,46,3,REWARD
12927.0,197.31,1,2010-11-10 10:02:00,29,2,NURTURE
12928.0,2242.19,7,2010-11-26 15:53:00,13,1,RE-ENGAGE
12932.0,1698.56,8,2010-06-18 14:22:00,174,1,RE-ENGAGE
12933.0,1079.5,5,2010-11-24 17:11:00,15,3,REWARD
12934.0,181.65,1,2009-12-03 10:51:00,371,0,RETAIN
12935.0,2083.16,8,2010-11-29 13:55:00,10,1,RE-ENGAGE
12937.0,1593.34,5,2010-09-02 16:01:00,98,3,REWARD
12941.0,377.49,1,2009-12-15 13:12:00,359,0,RETAIN
12942.0,258.75,1,2010-12-09 09:34:00,0,2,NURTURE
12943.0,496.5,2,2010-05-30 13:52:00,193,0,RETAIN
12945.0,437.16,1,2010-02-21 15:18:00,291,0,RETAIN
12946.0,324.45,1,2010-09-29 10:14:00,71,2,NURTURE
12947.0,304.04,1,2010-12-01 16:21:00,8,2,NURTURE
12948.0,252.48000000000002,2,2009-12-09 11:46:00,365,0,RETAIN
12951.0,2149.65,9,2010-11-18 12:11:00,21,1,RE-ENGAGE
12953.0,498.96000000000004,1,2010-07-05 13:37:00,157,0,RETAIN
12954.0,162.45,1,2010-03-11 10:16:00,273,0,RETAIN
12956.0,413.82,3,2010-01-24 10:33:00,319,0,RETAIN
12958.0,539.49,2,2010-11-04 16:16:00,35,2,NURTURE
12959.0,150.95,1,2010-08-12 17:20:00,119,2,NURTURE
12960.0,1322.07,4,2010-10-22 09:31:00,48,3,REWARD
12961.0,211.99,1,2010-11-25 16:44:00,14,2,NURTURE
12963.0,1744.96,5,2010-12-09 09:14:00,0,3,REWARD
12964.0,132.24,1,2010-09-28 17:47:00,72,2,NURTURE
12967.0,2646.02,2,2010-12-03 09:49:00,6,3,REWARD
12969.0,122.45,1,2010-04-16 10:50:00,237,0,RETAIN
12970.0,1071.67,6,2010-11-24 13:08:00,15,3,REWARD
12972.0,1161.2,4,2010-10-22 08:41:00,48,3,REWARD
12973.0,385.55,1,2010-10-22 10:14:00,48,2,NURTURE
12974.0,264.15,1,2010-05-23 11:45:00,200,0,RETAIN
12975.0,2100.09,6,2010-09-29 09:46:00,71,1,RE-ENGAGE
12976.0,2417.7799999999997,7,2010-11-26 14:51:00,13,1,RE-ENGAGE
12977.0,478.39,3,2010-07-26 12:34:00,136,2,NURTURE
12978.0,2502.82,5,2010-11-19 14:29:00,20,1,RE-ENGAGE
12979.0,517.7,1,2009-12-10 15:45:00,364,0,RETAIN
12982.0,2354.27,7,2010-11-10 08:50:00,29,1,RE-ENGAGE
12983.0,490.08000000000004,1,2010-04-20 12:58:00,233,0,RETAIN
12986.0,2729.84,10,2010-10-07 11:57:00,63,1,RE-ENGAGE
12987.0,753.51,3,2010-10-15 13:48:00,55,2,NURTURE
12990.0,546.0,4,2010-10-18 08:56:00,52,3,REWARD
12991.0,261.06,1,2010-11-15 13:43:00,24,2,NURTURE
12992.0,93.35000000000001,1,2009-12-14 16:46:00,360,0,RETAIN
12993.0,844.87,4,2010-09-20 13:09:00,80,3,REWARD
12996.0,355.5,1,2010-11-29 09:27:00,10,2,NURTURE
12997.0,884.02,4,2010-11-10 12:16:00,29,3,REWARD
12998.0,920.08,3,2010-08-04 08:05:00,127,3,REWARD
13000.0,497.65000000000003,1,2009-12-14 17:03:00,360,0,RETAIN
13002.0,293.18,2,2010-10-19 12:23:00,51,2,NURTURE
13005.0,485.98,2,2010-10-04 11:07:00,66,2,NURTURE
13007.0,175.25,1,2010-05-09 10:38:00,214,0,RETAIN
13008.0,382.66,2,2010-11-07 10:34:00,32,2,NURTURE
13009.0,234.0,1,2010-02-05 12:22:00,307,0,RETAIN
13010.0,330.12,2,2010-11-30 15:09:00,9,2,NURTURE
13011.0,50.550000000000004,1,2010-12-02 17:22:00,7,2,NURTURE
13012.0,1310.99,3,2010-10-06 10:40:00,64,3,REWARD
13014.0,1914.8,1,2010-10-03 11:35:00,67,3,REWARD
13015.0,3240.14,6,2010-09-27 10:39:00,73,1,RE-ENGAGE
13018.0,2485.46,7,2010-10-22 13:11:00,48,1,RE-ENGAGE
13019.0,1229.95,6,2010-11-25 14:56:00,14,3,REWARD
13020.0,618.96,2,2010-05-26 11:12:00,197,0,RETAIN
13021.0,2270.86,8,2010-11-30 13:31:00,9,1,RE-ENGAGE
13022.0,50.3,1,2010-10-06 10:50:00,64,2,NURTURE
13023.0,651.13,1,2010-06-29 09:52:00,163,0,RETAIN
13024.0,555.87,2,2010-08-26 09:42:00,105,2,NURTURE
13025.0,323.39,1,2009-12-08 10:02:00,366,0,RETAIN
13026.0,757.72,4,2010-08-08 10:43:00,123,3,REWARD
13029.0,679.8,2,2010-11-30 08:59:00,9,2,NURTURE
13030.0,427.74,1,2010-12-06 14:31:00,3,2,NURTURE
13031.0,3419.27,5,2010-10-28 15:34:00,42,1,RE-ENGAGE
13032.0,1833.37,7,2010-11-12 12:49:00,27,1,RE-ENGAGE
13033.0,30.0,1,2010-10-06 09:37:00,64,2,NURTURE
13034.0,279.91,2,2010-12-05 14:52:00,4,2,NURTURE
13035.0,442.32,1,2010-10-04 15:41:00,66,2,NURTURE
13036.0,307.1,1,2010-01-24 11:35:00,319,0,RETAIN
13037.0,3033.88,9,2010-11-05 10:39:00,34,1,RE-ENGAGE
13039.0,1010.73,4,2010-05-04 16:45:00,219,0,RETAIN
